a,b,c,LABEL
0.15836,9.1633,3462.30851,Ok
0.75107,7.94284,-929.6013,Ok
0.15345,8.98783,3543.88456,Ok
0.03108,1.98668,1781.28271,Ok
0.70567,3.57385,3509.42361,Fatal
0.1188,9.55125,3604.33575,Ok
0.66661,3.43961,3342.62017,Fatal
0.77887,3.47688,3295.2929,Fatal
-1.01219,2.26073,819.27299,Fatal
0.93102,8.01423,-780.11504,Ok
0.16455,2.51815,1858.48701,Ok
0.08169,1.93157,1891.9842,Ok
0.15699,1.90004,1808.63339,Ok
0.1068,1.87695,2185.86877,Ok
0.67814,7.95751,-558.90762,Ok
0.17257,2.05261,2205.76231,Ok
-1.04647,1.98792,1049.14447,Fatal
0.75178,3.24266,3147.56927,Fatal
0.12139,1.90939,1648.04594,Ok
0.14114,9.00912,3418.12442,Ok
-0.98672,2.38972,977.49933,Fatal
0.17559,8.86983,3961.36832,Ok
0.15507,2.13733,1713.19694,Ok
0.68029,3.43487,3180.11901,Fatal
0.74739,3.50907,3402.01609,Fatal
0.16278,9.01763,3789.51876,Ok
0.74353,8.19562,-532.24392,Ok
0.22168,8.81669,3539.37095,Ok
-0.14563,3.7676,-578.86925,Fatal
0.73909,3.40963,3376.66035,Fatal
0.81711,8.37634,-675.37852,Ok
0.81891,7.96036,-636.39072,Ok
-0.93261,2.43793,1087.51949,Fatal
0.11219,1.90673,1971.10624,Ok
0.13714,2.01552,2064.63715,Ok
0.12603,9.20942,3549.70592,Ok
0.11514,2.29211,1835.74915,Ok
0.77836,8.04088,-627.12918,Ok
0.76294,3.32569,3462.74308,Fatal
0.10073,9.42612,3742.5174,Ok
0.10391,9.13818,3640.28794,Ok
0.54318,6.32648,1222.98138,Ok
-0.98338,1.94899,868.48333,Fatal
0.0839,8.92632,3625.80845,Ok
0.2281,9.26205,3584.39584,Ok
0.15175,2.02422,1809.76312,Ok
0.71841,2.973,3276.3202,Fatal
0.2424,9.24354,3564.07664,Ok
0.78155,8.04761,-576.06175,Ok
0.07806,2.17624,1974.60011,Ok
0.77747,7.84333,-761.44149,Ok
0.71356,3.19256,3497.14737,Fatal
0.09899,2.37047,1839.82414,Ok
0.21299,9.01705,3542.70839,Ok
0.15665,9.1039,3537.20142,Ok
0.18084,2.54567,1751.45407,Ok
-0.99921,1.76863,913.2419,Fatal
-1.00434,1.97255,881.57939,Fatal
0.15645,8.82329,3777.75472,Ok
0.15669,9.25177,3580.05581,Ok
0.01536,2.21506,1965.65696,Ok
-1.06537,1.91577,704.38678,Fatal
0.11312,9.44527,3511.75262,Ok
-0.99943,1.91325,1055.47152,Fatal
0.69947,3.35542,3182.16459,Fatal
0.77358,3.76326,3373.28536,Fatal
-1.00911,2.04726,605.80507,Fatal
0.79471,7.75014,-774.33548,Ok
0.22834,8.88889,3683.8855,Ok
0.0744,1.7379,2073.63625,Fatal
0.70038,3.66796,3510.77222,Fatal
0.73674,7.7543,-932.04065,Ok
0.14051,2.19271,1738.23172,Ok
0.20542,9.02888,3404.43411,Ok
0.17109,8.81866,3468.327,Ok
0.81086,3.60408,3398.73435,Fatal
0.72952,7.91989,-957.28072,Ok
0.76176,3.68409,3245.10431,Fatal
0.69364,7.93637,-479.07834,Ok
0.81705,7.79355,-775.59853,Ok
-0.96931,1.83342,1031.8336,Fatal
0.22411,9.2579,3761.24589,Ok
0.16165,9.25386,3502.43658,Ok
0.80729,7.93362,-879.63978,Ok
0.89588,8.02203,-763.82613,Ok
-1.06769,2.0558,541.02579,Fatal
0.73279,3.45966,3337.67825,Fatal
0.23533,2.32309,2013.20251,Fatal
0.21413,8.98789,3869.05376,Ok
0.77437,7.63459,-770.30299,Ok
-0.98021,1.84573,1003.17367,Fatal
0.82113,3.77175,3359.58055,Fatal
0.73268,8.02067,-853.25824,Ok
0.77628,7.82497,-877.32612,Ok
0.81927,8.18324,-609.59201,Ok
0.20941,9.13477,3508.50101,Ok
0.03639,1.72243,2010.35373,Ok
0.72547,3.21652,3278.82631,Fatal
0.08901,2.41805,1949.81421,Ok
-0.91396,1.83881,694.58729,Fatal
0.77509,3.65113,3456.24106,Fatal
0.09347,9.17137,3466.49096,Ok
0.76745,8.19873,-675.41655,Ok
0.72993,3.3097,3388.46353,Fatal
0.86698,7.8703,-949.06489,Ok
0.5965,8.91619,4447.11426,Ok
0.7236,3.75735,3463.89639,Fatal
0.76074,7.96137,-489.16791,Ok
0.21571,9.33676,3481.17117,Ok
-0.95945,1.79772,996.14642,Fatal
0.10712,9.1408,3638.50296,Ok
0.19438,9.45045,3595.52557,Ok
0.06531,1.60703,1781.71361,Ok
0.21127,1.74803,1779.03569,Ok
0.78955,7.63088,-771.4894,Ok
-0.9852,1.90273,807.60346,Fatal
0.22595,8.69568,3747.75448,Ok
-0.97806,2.06401,769.58219,Fatal
0.10052,3.87667,3650.01016,Fatal
0.69101,8.03722,-768.0285,Ok
-1.061,1.83176,806.10492,Fatal
-0.92755,1.88816,631.94721,Fatal
0.69838,3.5056,3432.70764,Fatal
0.12701,1.6748,1950.008,Ok
0.19302,8.9446,3823.88507,Ok
0.21274,8.88443,3460.32982,Ok
0.7476,3.28433,3152.54426,Fatal
0.2374,9.12062,3626.23527,Ok
0.79468,7.7641,-811.27726,Ok
-1.00404,1.84043,767.35009,Fatal
0.74138,3.54967,3372.15402,Fatal
-0.97634,1.8798,926.58379,Fatal
0.16356,8.96699,3820.02914,Ok
0.81879,8.50071,-500.69703,Ok
0.16603,9.10472,3633.34888,Ok
0.15533,1.8382,1908.20826,Ok
0.78483,3.25549,3575.48864,Fatal
0.7777,8.08133,-737.94882,Ok
0.22778,8.72052,3558.91007,Ok
0.83385,7.76173,-728.16932,Ok
-1.04498,2.29346,678.84664,Fatal
-0.90379,1.67988,998.76664,Fatal
-1.09014,2.07111,1039.3668,Fatal
0.12944,8.98872,3599.18211,Ok
0.24826,8.75592,3277.22535,Ok
0.8367,7.75924,-1094.56244,Ok
0.72226,3.40524,3486.08868,Fatal
-1.04047,1.91646,836.46575,Fatal
0.75157,8.05724,-864.73783,Ok
0.18792,9.09956,3778.14273,Ok
0.19101,9.21249,3420.9159,Ok
-1.00595,2.06478,779.69093,Fatal
0.77867,7.99882,-771.12235,Ok
-0.90323,2.17217,794.82374,Fatal
-0.98349,2.39397,726.87582,Fatal
0.12364,9.02163,3458.12246,Ok
0.21146,8.84365,3667.85803,Ok
0.76864,3.62314,3556.45484,Fatal
0.73423,3.39388,3259.83663,Fatal
-1.00861,2.17585,1024.12556,Fatal
0.1332,2.13116,1986.32465,Ok
0.80454,7.94752,-713.21036,Ok
0.22506,8.75737,3623.26803,Ok
0.21013,8.60844,3498.3054,Ok
0.69972,3.28986,3096.1814,Fatal
-0.99213,2.19134,768.57847,Fatal
0.14529,2.16127,2145.32341,Ok
0.70979,3.41957,3184.00685,Fatal
-0.92877,2.01248,901.69604,Fatal
0.7836,3.37207,3346.66767,Fatal
0.07595,2.30865,2031.19406,Ok
0.12625,9.60984,3496.86309,Ok
0.78854,7.86849,-607.63234,Ok
0.75736,3.71542,3361.10011,Fatal
0.15941,1.77344,1701.03652,Ok
0.72091,7.53126,-880.5872,Ok
0.06939,2.02778,2000.41466,Ok
0.72322,3.13658,3257.83939,Fatal
-0.95879,2.14504,696.91016,Fatal
-0.91969,2.42815,893.23822,Fatal
-0.93791,2.22241,796.76117,Fatal
0.14973,9.05519,3350.58327,Ok
0.16653,9.0362,3795.38175,Ok
-0.98113,2.3248,870.63926,Fatal
-0.9813,1.89852,896.49958,Fatal
0.23541,9.31472,3622.41293,Ok
-1.01128,2.17289,505.70706,Fatal
0.06967,2.0088,2001.93799,Ok
0.76089,3.09165,3277.35993,Fatal
0.69664,3.54827,3471.22392,Fatal
0.74781,3.17622,3310.20475,Fatal
0.67502,3.52271,3193.66072,Fatal
0.12397,2.11388,1716.95308,Ok
0.1294,9.02066,3383.65513,Ok
0.75141,8.0264,-746.15454,Ok
0.79033,3.58771,3418.37,Fatal
0.74317,3.91895,3106.61864,Fatal
0.14423,8.63901,3833.81532,Ok
0.03711,2.05654,1945.652,Ok
-0.01448,2.45512,2035.67091,Ok
0.83146,8.09425,-677.43434,Ok
0.78066,8.63672,-829.42566,Ok
0.79897,3.5192,3314.03558,Fatal
-0.89475,2.00599,745.03268,Fatal
0.83151,7.92261,-835.32327,Ok
0.12288,2.34873,2062.73815,Ok
0.77112,3.67845,3473.65153,Fatal
0.76677,3.59889,3335.5081,Fatal
0.70393,3.19587,3467.41321,Fatal
-1.07773,1.94573,788.48334,Fatal
0.78561,3.70011,3392.18712,Fatal
-0.93633,2.23758,1209.61404,Fatal
0.80031,7.97057,-830.37224,Ok
-1.05063,1.96351,1036.06527,Fatal
0.08932,2.48997,1815.72457,Ok
-0.87326,2.09732,615.69725,Fatal
-1.02333,2.04108,865.20521,Fatal
0.13788,8.88066,3350.30167,Ok
-0.97645,1.98863,843.521,Fatal
0.16431,8.87504,3749.02138,Ok
0.74633,3.15856,3238.07579,Fatal
0.81117,7.58535,-698.26907,Ok
-1.03636,1.69557,872.86975,Fatal
0.69154,3.10028,3483.09549,Fatal
-0.90611,1.98212,1149.039,Fatal
0.09203,9.04203,3492.57707,Ok
0.80692,8.13227,-642.73601,Ok
0.18015,9.40968,3541.91819,Ok
0.8048,7.88299,-1146.70909,Ok
-0.98102,1.8454,854.38533,Fatal
0.13835,8.72359,3749.40851,Ok
0.13974,8.96146,3504.00703,Ok
0.15156,8.90856,3549.92068,Ok
0.04015,1.8118,1708.56492,Ok
0.79691,7.5446,-908.17641,Ok
0.15768,2.34732,2039.93452,Ok
0.8115,7.76759,-902.22238,Ok
-0.98813,1.97217,850.97801,Fatal
0.20251,9.14275,3829.70096,Ok
0.74892,7.75435,-837.70239,Ok
0.68663,3.8102,3152.60223,Fatal
0.07333,9.3642,3409.9042,Ok
0.78808,7.55939,-659.89742,Ok
0.75474,3.77975,3252.12282,Fatal
0.82376,7.74487,-1059.52732,Ok
0.7688,3.42336,3201.58101,Fatal
0.12104,1.98909,1607.75319,Ok
0.12175,8.97031,3343.90408,Ok
0.07593,2.06278,1929.58321,Ok
0.1988,9.228,3620.70686,Ok
0.79255,7.45691,-830.1254,Ok
0.11346,2.51819,1891.21789,Ok
0.07134,1.90991,1757.68047,Ok
0.12053,9.24534,3524.62224,Ok
0.06312,2.29212,2025.05213,Ok
0.1893,2.27081,2018.1019,Ok
-0.90755,2.26866,706.08201,Fatal
0.13665,8.9989,3505.19441,Ok
0.17364,9.04683,3619.99409,Ok
-1.08183,2.18521,972.50032,Fatal
-0.99741,1.78958,1025.09601,Fatal
0.84757,7.66994,-747.26557,Ok
0.80482,7.90781,-760.90591,Ok
0.12713,2.30815,2031.78919,Ok
-1.00772,2.21964,725.25411,Fatal
0.85207,7.75964,-950.95008,Ok
0.16672,2.01355,2049.32232,Ok
0.72679,3.45554,3517.70482,Fatal
0.78882,7.82568,-521.82054,Ok
0.80279,8.13576,-851.29398,Ok
0.6786,3.38832,3218.35702,Fatal
0.19045,5.65056,1701.53963,Fatal
0.05219,2.52913,1957.25576,Ok
0.04825,1.98999,2042.65004,Ok
0.13084,1.94608,1831.06817,Ok
0.79063,3.57675,3347.41778,Fatal
0.64634,3.26952,3203.43388,Fatal
0.15011,8.60548,3688.90322,Ok
-0.97744,1.80968,812.56224,Fatal
0.83085,8.40787,-645.40471,Ok
-1.0266,2.24396,771.62107,Fatal
0.38461,3.31869,1238.40418,Ok
0.04592,9.22655,3626.51717,Ok
0.10059,2.1147,1915.93371,Ok
-0.97714,1.88327,777.96714,Fatal
0.64588,3.60016,3522.39862,Fatal
0.82312,7.86305,-783.10847,Ok
0.75272,3.48444,3144.23104,Fatal
0.7497,3.4035,3184.56978,Fatal
0.16061,1.79662,2031.14651,Ok
0.1406,2.38912,1630.39469,Ok
0.08917,2.0189,2068.25975,Ok
0.67041,3.5608,3261.43947,Fatal
-0.9964,2.44487,688.40502,Fatal
-1.01577,2.02084,809.83568,Fatal
0.88407,7.76355,-817.80163,Ok
0.78037,7.74419,-610.37346,Ok
-0.91666,2.10315,861.54868,Fatal
-0.95669,1.96202,667.58511,Fatal
0.12913,1.96614,1660.4007,Ok
0.85891,8.37037,-625.30934,Ok
-0.9127,1.47735,791.56714,Fatal
0.79633,7.92479,-641.15429,Ok
0.08408,9.08331,3407.63819,Ok
0.08104,2.23357,2113.53468,Ok
-0.98634,2.15543,867.57025,Fatal
0.73325,3.37799,3464.23495,Fatal
0.77598,3.70562,3322.81125,Fatal
0.76274,3.82111,3219.90493,Fatal
0.08625,1.84464,2077.39902,Ok
-1.04857,1.73893,522.14673,Fatal
0.7609,3.88326,3329.60262,Fatal
0.19392,8.67235,3905.25189,Ok
0.77989,3.16726,3344.8949,Fatal
-0.99538,1.82091,798.75063,Fatal
0.16548,9.07062,3659.50483,Ok
0.75797,8.04582,-906.35265,Ok
0.19955,9.33291,3598.34825,Ok
0.71207,3.93503,3327.41384,Fatal
0.00908,2.30597,1887.11779,Ok
0.17966,1.92923,2248.29466,Ok
0.20928,1.99877,1774.75315,Fatal
0.11071,2.26218,1971.51991,Ok
0.0796,1.87357,1899.13674,Ok
0.6811,3.48959,3330.97673,Fatal
0.04189,1.98327,1944.46886,Ok
0.76339,3.64046,3074.89536,Fatal
0.69643,3.51496,3129.79554,Fatal
0.79414,7.65512,-786.50047,Ok
-1.04983,1.59106,859.66117,Fatal
-1.01416,2.14289,1159.50292,Fatal
0.24776,9.13904,3470.18918,Ok
0.13478,8.50306,3531.58437,Ok
0.73054,7.94338,-600.20265,Ok
0.11893,9.10363,3404.63963,Ok
0.21312,2.24077,2030.03422,Ok
0.73923,3.5202,3152.6276,Fatal
0.72371,3.12549,3272.69935,Fatal
-1.01872,1.81245,729.85456,Fatal
0.16887,9.08293,3716.89069,Ok
0.83189,7.9738,-1041.05137,Ok
0.02512,9.05556,3644.08878,Ok
-1.03462,1.98057,784.13146,Fatal
0.7439,3.56529,3114.9251,Fatal
-0.9157,1.7151,1169.87879,Fatal
0.24108,9.27056,3761.11829,Ok
0.73802,3.37122,3609.51848,Fatal
0.11529,2.28659,1798.62759,Ok
0.78517,3.53121,3279.65311,Fatal
-0.94938,1.79242,1007.24083,Fatal
0.81758,8.14771,-696.07628,Ok
-0.99433,1.83407,869.13248,Fatal
0.11218,1.67819,2181.51788,Ok
0.80244,7.89144,-696.36514,Ok
0.19164,8.9959,3705.09928,Ok
0.74768,7.06477,-303.57585,Ok
-0.99835,1.80529,778.25037,Fatal
-0.9786,1.57819,757.97083,Fatal
0.24284,1.33855,2598.29755,Fatal
0.15492,8.77691,3529.26714,Ok
0.74957,3.8658,3135.31411,Fatal
0.69876,3.94216,3272.3201,Fatal
0.78878,7.96839,-941.796,Ok
0.80174,7.58512,-843.788,Ok
-0.89991,2.36621,652.74912,Fatal
0.12081,1.8143,1928.75803,Ok
0.09252,8.87699,3609.93476,Ok
0.78244,3.77525,3436.98527,Fatal
-0.99739,1.67005,670.21944,Fatal
0.08689,1.80387,1767.72172,Ok
-0.95821,1.57956,790.48853,Fatal
0.18974,9.07787,3758.94701,Ok
0.77321,7.73192,-672.47684,Ok
0.72293,3.38077,3297.42634,Fatal
0.80817,7.92261,-748.61346,Ok
-0.98706,1.98846,791.16847,Fatal
-0.20192,0.73125,227.70018,Ok
0.78037,8.17414,-876.51748,Ok
0.72462,7.83387,-973.70241,Ok
0.73796,7.87097,-1015.51222,Ok
-1.059,1.94015,863.13724,Fatal
0.08569,2.3477,1787.75067,Ok
-1.00985,1.79196,921.87376,Fatal
0.13988,2.54367,1975.21631,Ok
-1.02276,2.00809,869.85622,Fatal
0.10285,1.88393,1740.48199,Ok
0.08638,2.44579,1895.31635,Ok
-0.95663,2.21073,904.25276,Fatal
0.77516,7.6782,-400.59784,Ok
0.75672,3.53856,3195.994,Fatal
0.7847,8.06012,-665.31231,Ok
0.15402,1.88141,1942.21911,Ok
0.78933,7.80882,-735.41393,Ok
0.06198,1.59691,1833.08503,Ok
0.11547,2.30023,1845.23245,Ok
0.05196,2.33835,2027.98365,Ok
0.63559,3.55733,3281.6456,Fatal
0.12517,9.12647,3514.9679,Ok
0.13509,9.11177,3500.98546,Ok
0.11163,2.26745,1780.77984,Ok
0.67926,7.67432,-911.46965,Ok
0.12554,9.34779,3552.66877,Ok
0.73442,7.43458,-725.31492,Ok
0.76535,3.23669,3389.15666,Fatal
0.12829,9.47125,3415.66254,Ok
0.73222,8.08258,-948.59963,Ok
0.05514,2.10201,2223.97876,Ok
0.12283,1.84318,1494.62659,Ok
-0.90144,1.96808,712.36884,Fatal
-1.03705,2.07375,1020.7386,Fatal
0.80105,8.11209,-730.6015,Ok
0.10688,2.0031,1890.05139,Ok
0.82075,7.99538,-542.88623,Ok
0.749,3.83892,3348.40845,Fatal
0.1722,1.71482,1792.56261,Ok
0.75304,3.25634,3448.85667,Fatal
0.09575,2.09305,1788.23603,Ok
0.19097,2.74284,1852.21976,Ok
0.76844,8.01609,-866.20057,Ok
-1.0703,2.10709,908.27206,Fatal
0.69156,3.42184,3559.8891,Fatal
0.09577,1.95268,1768.62595,Ok
0.65508,3.69585,3075.93433,Fatal
0.08547,2.12425,1913.85979,Ok
0.11069,2.41963,1900.44265,Ok
0.62033,3.42651,3322.1729,Fatal
0.76496,7.87017,-812.08947,Ok
0.09024,2.32894,1801.41122,Ok
0.69344,7.68695,-1123.45635,Ok
0.04706,8.95171,3410.57859,Ok
0.22554,8.75561,3499.27775,Ok
0.08874,1.93837,1794.51226,Ok
0.13952,2.09057,1929.62753,Ok
0.84455,8.1374,-1028.33631,Ok
0.85878,7.95361,-696.42369,Ok
0.77154,7.71292,-773.3407,Ok
0.76267,3.192,3180.60902,Fatal
-1.00987,2.09023,1160.18696,Fatal
0.12393,1.98554,1743.98973,Ok
0.16841,2.45189,2132.64189,Ok
0.7205,3.50283,3243.235,Fatal
0.72859,3.54393,3207.68593,Fatal
-1.04031,2.47076,679.81688,Fatal
0.09903,8.83268,3507.13559,Ok
0.78482,8.11389,-932.8246,Ok
0.79645,8.15014,-664.52905,Ok
-0.98867,1.9169,872.75626,Fatal
0.76873,7.72874,-864.17781,Ok
0.12465,8.92875,3458.07495,Ok
0.82259,7.94212,-835.47452,Ok
0.16252,8.88815,3563.04908,Ok
0.22781,9.32497,3386.39211,Ok
0.7535,3.39739,3303.4249,Fatal
0.83596,7.94196,-601.79514,Ok
0.14336,8.98743,3565.64612,Ok
0.24459,9.06667,3630.41998,Ok
0.77538,8.02036,-981.22551,Ok
-0.94333,1.93298,1108.44351,Fatal
0.23787,8.69404,3791.20981,Ok
0.75796,3.67728,3257.11943,Fatal
0.22014,8.9771,3656.74215,Ok
-1.0407,2.27695,803.18711,Fatal
-1.02055,2.16606,749.20639,Fatal
-0.99305,2.12707,996.08118,Fatal
0.82466,3.10934,3211.16655,Fatal
0.19837,2.16592,1742.68176,Ok
-0.94988,2.00466,703.5841,Fatal
-0.92257,1.81156,1575.55121,Ok
0.897,5.83847,-902.64672,Ok
0.08753,1.78295,1927.74223,Ok
0.17494,9.12775,3617.59532,Ok
0.11183,8.59464,3314.16841,Ok
0.74089,3.17286,3556.31083,Fatal
0.81512,3.27822,3377.71138,Fatal
0.11514,2.33193,1840.8359,Ok
0.76446,7.89351,-801.88178,Ok
0.67645,3.65318,3355.3629,Fatal
0.76429,3.79542,3446.17403,Fatal
-1.03926,1.76366,807.92444,Fatal
0.04199,1.82855,2022.04793,Ok
0.0789,8.93679,3429.99404,Ok
0.10419,8.99653,3583.02746,Ok
0.06273,1.6871,1747.70305,Ok
0.75942,3.69949,3253.14377,Fatal
0.75068,3.72148,3438.80168,Fatal
0.17475,9.21316,3723.96606,Ok
0.7099,7.82975,-760.50807,Ok
0.17423,9.34664,3949.94345,Ok
0.8092,7.46718,-649.54441,Ok
0.73277,3.41847,3520.53295,Fatal
0.14579,9.05966,3588.86612,Ok
0.79152,8.23,-775.4512,Ok
0.15332,9.05992,3560.83529,Ok
0.78674,3.09318,3370.90817,Fatal
0.75182,7.91408,-910.64778,Ok
0.72857,3.43342,3500.47825,Fatal
-1.05105,1.74625,808.13433,Fatal
0.72729,3.16865,3283.77589,Fatal
-1.06625,1.59693,927.96825,Fatal
0.75294,3.31633,3378.82894,Fatal
0.21243,8.94307,3584.04541,Ok
-1.04389,1.85271,612.8732,Fatal
0.15592,1.7418,1876.07686,Ok
0.17038,8.93479,3651.62592,Ok
0.74759,3.47754,3276.80009,Fatal
0.10591,1.67188,2070.77728,Ok
0.09116,8.90259,3649.19118,Ok
-0.96025,2.02824,846.49243,Fatal
-1.05187,2.14174,863.33965,Fatal
-1.00546,1.9165,1029.73206,Fatal
0.14954,9.27789,3700.5517,Ok
0.18518,2.39155,1955.05533,Ok
0.72175,3.13862,3506.53702,Fatal
0.74691,3.4776,3060.66928,Fatal
0.23293,9.07556,3551.41593,Ok
0.76613,3.73848,3575.82222,Fatal
0.15922,8.99848,3647.74397,Ok
0.10408,2.09053,1821.07223,Ok
0.08779,2.38086,1941.3282,Ok
0.82281,3.17287,3189.45693,Fatal
-1.02581,2.09126,714.6824,Fatal
0.76368,7.64278,-624.4219,Ok
-1.02038,1.95689,798.93807,Fatal
0.72573,7.64011,-1020.98983,Ok
0.17562,8.63393,3579.73834,Ok
0.04217,2.02264,1945.64793,Ok
0.7216,3.47313,3375.46184,Fatal
-1.0721,1.52174,1066.47063,Fatal
0.84277,7.36748,-827.87053,Ok
-1.03538,2.12149,835.58206,Fatal
-1.00402,2.22833,781.33718,Fatal
0.7283,3.64447,3530.30409,Fatal
-1.04162,2.44635,922.65875,Fatal
0.7374,8.0578,-1031.43566,Ok
0.77436,3.20364,3544.44647,Fatal
0.04036,9.3285,3921.6063,Ok
0.10926,9.20975,3502.68715,Ok
0.1809,2.10681,1911.56976,Ok
0.78983,8.09239,-845.44858,Ok
-1.0379,1.993,858.3634,Fatal
0.0337,2.25154,1984.21871,Ok
0.17161,9.4011,3776.26923,Ok
-0.99668,2.02143,834.81592,Fatal
0.15442,9.03113,3600.32008,Ok
0.11664,9.06477,3337.26855,Ok
0.77478,3.4459,3139.73903,Fatal
-0.99659,1.99257,740.08813,Fatal
-1.04804,1.76976,671.79484,Fatal
0.48986,5.36999,4606.50227,Ok
0.74117,7.83608,-760.76878,Ok
0.07582,1.93469,1937.28961,Ok
0.79169,7.80932,-552.68267,Ok
0.74643,6.6169,3426.7371,Fatal
0.73986,3.44718,3523.39056,Fatal
0.09167,8.98055,3674.75137,Ok
0.79203,3.77606,3369.22957,Fatal
0.75715,8.17829,-816.55173,Ok
0.05346,2.16568,1887.27336,Ok
0.0994,2.21385,1968.63197,Ok
0.75906,3.84018,3386.28348,Fatal
0.7458,3.35949,3414.3415,Fatal
-1.00715,1.88681,981.9864,Fatal
-0.93469,1.81046,874.19021,Fatal
0.76242,7.53504,-598.33604,Ok
0.11796,2.09787,2067.64807,Ok
0.6473,8.1445,-801.34726,Ok
0.12689,1.9643,2116.14946,Ok
0.15724,2.24959,1767.99437,Ok
0.15042,9.40471,3311.31458,Ok
0.80119,7.58276,-855.74274,Ok
-0.96575,2.19845,899.64211,Fatal
0.74225,3.17628,3326.73258,Fatal
0.67111,3.49137,3232.26224,Fatal
0.71509,7.64681,-944.19259,Ok
-0.91007,1.82758,912.0326,Fatal
0.65734,3.46861,3480.09069,Fatal
0.73945,2.96899,3222.92972,Fatal
0.77678,7.91043,-957.66301,Ok
0.76233,3.2801,3354.38937,Fatal
0.11716,9.12151,3686.41507,Ok
0.08366,2.20967,1840.81343,Ok
-0.96947,2.17714,866.29883,Fatal
0.06431,1.89106,1984.95395,Ok
0.74479,3.68851,3270.63564,Fatal
0.07704,1.69738,2058.56024,Ok
0.77936,7.95595,-859.82816,Ok
0.19167,8.65166,3633.16123,Ok
0.12978,1.81397,2103.28164,Ok
0.17483,9.30927,3549.39268,Ok
-0.96357,1.58237,822.67045,Fatal
0.10257,9.17331,3608.39213,Ok
0.13738,1.86288,2187.19668,Fatal
0.08204,2.21096,2134.32635,Ok
-0.90298,1.64633,987.59585,Fatal
0.74066,3.39577,3272.88489,Fatal
0.7351,7.60825,-947.81676,Ok
-1.01716,1.80442,642.64978,Fatal
0.06823,2.09787,1920.00248,Ok
0.18955,1.81187,1827.9506,Ok
0.80422,7.99859,-849.2664,Ok
0.12357,2.04021,1997.33005,Ok
0.09581,2.13572,1707.32676,Ok
0.14118,8.69388,3559.34759,Ok
0.08883,1.68789,2174.72816,Ok
0.12251,9.24788,3584.11527,Ok
0.74702,8.04618,-943.02839,Ok
0.76594,8.1383,-671.79906,Ok
0.16129,8.98792,3671.95598,Ok
0.152,1.63505,2056.87685,Ok
0.78776,3.3827,3209.33887,Fatal
-1.02903,2.15886,954.70821,Fatal
0.06134,8.99752,3554.86503,Ok
-0.96391,2.14145,910.69801,Fatal
0.80955,8.12491,-708.94697,Ok
0.73144,3.49186,3479.93187,Fatal
0.09795,1.66317,1838.21892,Ok
0.16846,9.0239,3553.93373,Ok
0.1257,9.22809,3548.61382,Ok
-0.97837,2.04752,767.73156,Fatal
0.85835,3.34567,3602.84205,Fatal
0.77325,3.25071,3346.11812,Fatal
0.15709,9.09354,3384.88479,Ok
0.77784,7.70548,-851.22015,Ok
0.77942,8.16345,-917.65726,Ok
0.16376,1.8297,2102.53968,Ok
-1.00829,1.86378,746.46624,Fatal
0.8455,0.38495,2806.2484,Fatal
0.85079,7.56785,-988.31693,Ok
0.1713,8.90953,3559.37073,Ok
0.08015,9.25562,3507.76668,Ok
0.67647,7.77936,-1109.73178,Ok
0.15966,8.99459,3505.90803,Ok
0.73878,7.67221,-715.48701,Ok
0.19599,8.92551,3594.72965,Ok
-0.92981,2.24362,1121.20645,Fatal
0.50229,7.29701,2330.84027,Ok
0.1797,8.74622,3643.83253,Ok
-0.88504,2.00496,993.15586,Fatal
0.71714,7.52404,-999.02625,Ok
0.62804,3.41632,3422.96758,Fatal
0.13711,2.35958,1679.82819,Ok
-1.00034,2.0935,793.38669,Fatal
-0.97489,1.98699,696.16597,Fatal
0.10315,2.19136,1692.04775,Ok
0.85554,7.74856,-912.57159,Ok
0.17338,2.0837,1861.24713,Ok
0.19271,2.0975,1919.53689,Ok
0.17088,1.93977,1992.15387,Ok
0.08418,2.35605,1895.42642,Ok
-0.9208,2.22421,632.92996,Fatal
-1.00319,1.8977,1064.16315,Fatal
0.71805,3.70209,3312.32882,Fatal
0.12275,1.82624,2064.09323,Ok
0.19122,1.75643,1790.57457,Ok
0.12249,9.10556,3611.89661,Ok
0.15538,2.07703,1911.07698,Ok
0.1205,2.71506,1866.40904,Ok
-0.96535,1.84834,874.08491,Fatal
0.68688,3.48103,3408.88881,Fatal
0.06124,2.40012,1953.62602,Ok
-0.91479,1.6463,812.74968,Fatal
0.30014,4.88163,-85.17113,Fatal
0.21407,9.17557,3587.11357,Ok
0.71531,8.20924,-623.06238,Ok
-0.97458,2.45267,1058.60879,Fatal
0.75335,3.7688,3550.0474,Fatal
-0.44266,6.57296,845.11515,Ok
-1.0253,1.76603,1099.13926,Fatal
0.6894,3.42847,3285.07067,Fatal
0.74752,7.89052,-838.82831,Ok
0.74008,3.56071,3231.1228,Fatal
0.85335,7.89042,-904.9728,Ok
0.8024,8.4954,-712.67452,Ok
-0.92775,1.64529,908.68978,Fatal
-1.02269,2.16676,802.24821,Fatal
-0.91139,1.94348,768.6256,Fatal
0.13976,2.26852,1926.89466,Ok
0.73689,3.62336,3369.63356,Fatal
0.10404,2.0541,1624.69847,Ok
0.72664,3.62012,3307.98329,Fatal
0.66727,3.5653,3392.12204,Fatal
-0.96373,2.2431,913.85833,Fatal
0.13212,2.83171,1815.00426,Ok
-0.97343,1.93936,779.55752,Fatal
